http://research.publications.com/instance#Paper_247019183	http://research.publications.com/ontology#cites	http://research.publications.com/instance#Paper_178887072
http://research.publications.com/instance#Paper_87417287	http://research.publications.com/ontology#writtenBy	http://research.publications.com/instance#Author_79619869
http://research.publications.com/instance#Paper_235530281	http://research.publications.com/ontology#cites	http://research.publications.com/instance#Paper_84365726
http://research.publications.com/instance#Paper_176561991	http://research.publications.com/ontology#hasKeyword	http://research.publications.com/instance#Keyword_data_mining
http://research.publications.com/instance#Proceedings_Edition_61dc53ed-256a-46cc-817b-96d34819e0db	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://research.publications.com/ontology#Proceedings
http://research.publications.com/instance#Paper_34333286	http://research.publications.com/ontology#cites	http://research.publications.com/instance#Paper_133790351
http://research.publications.com/instance#Conference_cce4d150-8211-4378-a9ef-a234ec19414c	http://research.publications.com/ontology#hasEdition	http://research.publications.com/instance#Edition_ba04e823-22b9-40aa-b1c8-cf2f9b6b6e91
http://research.publications.com/instance#Volume_4ff2d2e0-2f2e-4df5-9d01-f7dfdf6ab5b2	http://research.publications.com/ontology#hasName	Volume 1
http://research.publications.com/instance#Volume_08f4fabf-2e17-4e99-974b-3efae6bcde67	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://research.publications.com/ontology#Volume
http://research.publications.com/instance#Paper_87417287	http://research.publications.com/ontology#publishedInJournal	http://research.publications.com/instance#Volume_9cbd805f-51f6-4526-b93c-f8254dc492d8
http://research.publications.com/instance#Edition_2a8a67d7-54f2-4b58-b0eb-3a970dee3d2b	http://research.publications.com/ontology#heldIn	http://research.publications.com/instance#City_for_3
http://research.publications.com/instance#Author_108608370	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://research.publications.com/ontology#Author
http://research.publications.com/instance#Paper_217235673	http://research.publications.com/ontology#cites	http://research.publications.com/instance#Paper_27244264
http://research.publications.com/instance#Paper_247019183	http://research.publications.com/ontology#cites	http://research.publications.com/instance#Paper_217235673
http://research.publications.com/instance#Proceedings_Edition_92bb6237-00e2-49fb-ae10-c48dd0775d78	http://research.publications.com/ontology#hasName	Proceedings of 2
http://research.publications.com/instance#Review_257891264_98457226	http://research.publications.com/ontology#reviewOf	http://research.publications.com/instance#Paper_257891264
http://research.publications.com/instance#Paper_168917853	http://research.publications.com/ontology#publishedInJournal	http://research.publications.com/instance#Volume_c918b749-2a48-47d4-859c-ee4e240f6ac9
http://research.publications.com/instance#Conference_5414a701-03d5-4ec9-a652-bcca79578c7b	http://research.publications.com/ontology#hasName	Carnets de Géographes
http://research.publications.com/instance#Journal_9d26d6ea-d0d7-4d27-94c6-e735f831509c	http://research.publications.com/ontology#hasVolume	http://research.publications.com/instance#Volume_bbd1733f-4060-4495-906e-8c0ea2b48758
http://research.publications.com/instance#Conference_513b7832-98bf-4f66-b4b6-181edc9647ee	http://research.publications.com/ontology#hasEdition	http://research.publications.com/instance#Edition_12db620d-6bf8-4bac-8aa2-588c0bd12492
http://research.publications.com/instance#Paper_26397690	http://research.publications.com/ontology#cites	http://research.publications.com/instance#Paper_83037164
http://research.publications.com/instance#Paper_19135917	http://research.publications.com/ontology#cites	http://research.publications.com/instance#Paper_128938719
http://research.publications.com/instance#Paper_84365726	http://research.publications.com/ontology#cites	http://research.publications.com/instance#Paper_226510755
http://research.publications.com/instance#Paper_142083861	http://research.publications.com/ontology#hasAbstract	Abstract for paper: An Eponymous Dictionary of Economics: A Guide to Laws and Theorems Named after Economists
http://research.publications.com/instance#Paper_201659424	http://research.publications.com/ontology#hasTitle	Atypisches Fibroxanthom und pleomorphes dermales Sarkom
http://research.publications.com/instance#University_55	http://research.publications.com/ontology#hasName	University of XYZ
http://research.publications.com/instance#Author_1413260655	http://research.publications.com/ontology#affiliatedTo	http://research.publications.com/instance#Company_1069
http://research.publications.com/instance#Paper_258205738	http://research.publications.com/ontology#writtenBy	http://research.publications.com/instance#Author_2071945856
http://research.publications.com/instance#Paper_10463111	http://research.publications.com/ontology#cites	http://research.publications.com/instance#Paper_114391730
http://research.publications.com/instance#Proceedings_Edition_e0174da6-f527-41fe-a312-9cf81df89a5b	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://research.publications.com/ontology#Proceedings
http://research.publications.com/instance#Review_67774686_2074547158	http://research.publications.com/ontology#grade	2
http://research.publications.com/instance#Review_75908838_9091633	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://research.publications.com/ontology#Review
http://research.publications.com/instance#Proceedings_Edition_135d13ec-0d20-49b7-8b8f-59eda198e0c4	http://research.publications.com/ontology#hasName	Proceedings of 5
http://research.publications.com/instance#Paper_84365726	http://research.publications.com/ontology#assignedTo	http://research.publications.com/instance#Reviewer_2247065924
http://research.publications.com/instance#Author_1413260655	http://research.publications.com/ontology#hasName	Liliana M. Valdés-Vázquez
http://research.publications.com/instance#Paper_41574606	http://research.publications.com/ontology#cites	http://research.publications.com/instance#Paper_186868338
http://research.publications.com/instance#Conference_1a42084f-2520-4553-b3e3-ecc21580fb36	http://research.publications.com/ontology#hasEdition	http://research.publications.com/instance#Edition_b6396850-ef47-4ea4-ac01-49d535139167
http://research.publications.com/instance#Edition_8fd02dc4-ebcb-4388-976d-606982bf8d68	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://research.publications.com/ontology#Edition
http://research.publications.com/instance#Edition_a2b8295f-3ef5-4bec-ac04-818c746772a1	http://research.publications.com/ontology#hasEndDate	1940-01-24
http://research.publications.com/instance#Paper_186977385	http://research.publications.com/ontology#hasKeyword	http://research.publications.com/instance#Keyword_cloud_computing
http://research.publications.com/instance#Paper_226510755	http://research.publications.com/ontology#publishedInJournal	http://research.publications.com/instance#Volume_84ef2516-b71c-4ffe-a1d2-e0e8c79bb90a
http://research.publications.com/instance#Paper_234561917	http://research.publications.com/ontology#hasTitle	Surface Water Treatment with Natural Starches as Coagulant via Coagulation Process
http://research.publications.com/instance#Paper_58113075	http://research.publications.com/ontology#cites	http://research.publications.com/instance#Paper_9930113
http://research.publications.com/instance#Review_240775538_2080584615	http://research.publications.com/ontology#reviewOf	http://research.publications.com/instance#Paper_240775538
